id,resort_name,local_name,country,region,ski_area,type,opening_2025_26_actual,opening_2026_27_published,opening_source_note,max_elevation_m,piste_km,piste_km_basis,ticket_price_min,ticket_price_max,currency,price_status,road_head,base_lat,base_lon,freeride_score_0_5,ski_touring_score_0_5,score_notes,webcam_url,webcam_http_status,comments,sources,confidence
161,Bad Hofgastein,,AT,Salzburg,Ski amadé – Gastein (Schlossalm–Angertal),Non-glacier,2025-12-05,2026-11-27,Ski amade Gastein season page (Dec 2025): winter season start 5 Dec 2025; official 2026/27 operating-hours page (Schlossalm partial ops from 27 Nov 2026),2246,168,Gastein day ticket: Stubnerkogel/Schlossalm/Angertal 82.7 + Sportgastein 18.2 + Dorfgastein-Grossarl 67.5 km (skiresort.com),69.5,81.5,EUR,published_2026_27,,47.16921,13.09881,3.0,3.5,"Schlossalm-Angertal is broad, mostly on-piste terrain with modest side-country (the serious freeride is in Sportgastein, same ticket); Gastein valley tours (Angertal, Schlossalm piste tours, Tauern day tours) give a 3.5 for touring.",https://www.skigastein.com/en/webcams-in-skigastein/,200,"Same Ski amade Gastein ticket and dynamic pricing as Bad Gastein: main season online 69.50-81.50 EUR, office 81.50 EUR. Max elevation = Stubnerkogel 2,246 m (lift-linked with Schlossalm 2,050 m via Angertal; skiresort.com lists 2,300 m for the linked area). Base = Schlossalmbahn valley station (bus terminal). No winter pass closure from Italy (A10 Tauern motorway or Tauernschleuse car train).",http://web.archive.org/web/20251215/https://www.skiamade.com/de/skigebiete/gastein/saisonzeiten | https://www.skigastein.com/en/tickets-lifts/operating-hours-lifts/ | https://www.skigastein.com/en/tickets-lifts/winter-tickets/day-tickets/ | https://www.skiamade.com/pdf/tarife/Tageskartentarife-Gastein-2026-27.pdf | https://www.skigastein.com/de/skigebiet/schlossalm-angertal-stubnerkogel | https://www.skiresort.com/en/ski-resort/bad-gastein-bad-hofgastein-schlossalm-angertal-stubnerkogel/,medium
162,Großarl–Dorfgastein,,AT,Salzburg,Ski amadé – Großarltal-Dorfgastein,Non-glacier,2025-12-05,2026-12-04,Grossarler Bergbahnen site (6 Dec 2025 snapshot): Skischaukel open from 5 Dec; Ski amade 2026/27 dates,2033,68,"Grossarltal-Dorfgastein day ticket, 67.5 km (skiresort.com; official 'about 70 km')",69.5,81.5,EUR,published_2026_27,,47.24157,13.19517,3.0,3.5,"Family-oriented skischaukel with modest off-piste; the Grossarltal is a well-known ski-touring valley with many documented easy-to-moderate day tours (Frauenkogel, Filzmooshoerndl, Kreuzeck), hence 3.5.",https://www.grossarler-bergbahnen.at/service/webcams/,200,"Ski amade dynamic pricing (Grossarltal region): main season 19.12.2026-26.03.2027 adult day online 69.50-81.50 EUR, ticket office 81.50 EUR; pre/post 64.50-76.00. Grossarltal day ticket covers Dorfgastein-Grossarltal only (the Gastein ticket also includes it). Base = Panoramabahn valley station, Grossarl. No winter pass closure from Italy (A10 Tauern motorway via St. Johann im Pongau).",http://web.archive.org/web/20251206/https://www.grossarler-bergbahnen.at/ | http://web.archive.org/web/20251215/https://www.skiamade.com/de/skigebiete/grossarltal/saisonzeiten | https://www.skiamade.com/en/live-infos/winter-opening-times | https://www.skiamade.com/pdf/tarife/Tageskartentarife-Grossarltal-2026-27.pdf | https://www.skigastein.com/de/skigebiet | https://www.grossarler-bergbahnen.at/service/webcams/ | https://www.skiresort.com/en/ski-resort/dorfgastein-grossarltal/,medium
163,Obertauern,,AT,Salzburg,Obertauern,Non-glacier,2025-11-21,2026-11-20,"alpinforum: limited opening 21 Nov 2025 (Gruenwaldkopf, Panorama, Seekarspitz) confirmed by reports; official site: expected start 20 Nov 2026",2313,100,Obertauern day ticket (1-day valid only in Obertauern),72,72,EUR,published_2026_27,,47.24944,13.55696,3.5,4.0,"High snow-sure bowl (1,630-2,313 m) with well-known off-piste between lifts and the 45-degree Gamsleiten 2, but limited vertical; the Radstaedter Tauern around Obertauern is a popular, well-documented ski-touring region (Seekarspitze, Zehnerkar, Hundskogel).",https://www.obertauern.com/en/winter/service-info/webcams.html,200,"Fixed pricing (no dynamic pricing): 2026/27 adult 1-day 72.00 EUR in both Season A (26.12.2026-08.01.2027, 23.01.-02.04.2027) and Season B (20.11.-25.12.2026, 09.01.-22.01.2027, 03.04.-02.05.2027); from 1.5 days also valid in Grosseck-Speiereck. 2025/26 started 21 Nov 2025 in limited form (valley runs from 22 Nov). Base = village centre (car park at the lifts, 1,740 m). Resort lies on the Radstaedter Tauern pass road, kept open in winter; from Italy via A10 Tauern motorway (Katschberg tunnel) or B99 Katschberg pass (open). Piste km from skiresort.com.",https://www.alpinforum.com/forum/viewtopic.php?t=71417 | https://www.obertauern.com/de | https://www.obertauern.com/en/winter/ski-resort/ski-pass-prices.html | https://www.obertauern.com/en/winter/service-info/webcams.html | https://www.skiresort.com/en/ski-resort/obertauern/,medium
164,Schladming,,AT,Styria,Schladming-Dachstein 4-Berge-Skischaukel,Non-glacier,2025-11-21,2026-11-20,"alpinforum 4-Berge thread: Reiteralm 21 Nov, Planai 22 Nov, Hauser Kaibling 29 Nov, Hochwurzen 5 Dec 2025; Ski amade 2026/27: Reiteralm 20 Nov 2026 (Planai date not yet set)",2015,123,Schladming-Dachstein day ticket (4-Berge-Skischaukel Planai/Hochwurzen/Hauser Kaibling/Reiteralm),69.5,81.5,EUR,published_2026_27,,47.39264,13.69331,3.0,3.5,"World-Cup piste resort at 745-2,015 m with limited off-piste (some on Reiteralm/Hochwurzen); the Schladminger Tauern are a popular touring region (Giglachseen, Hochwurzen and Planai piste tours), so touring 3.5.",https://www.planai.at/en/info-service/webcams-weather/webcam,200,"Ski amade dynamic pricing (Schladming-Dachstein region): main season 19.12.2026-26.03.2027 adult day online 69.50-81.50 EUR, ticket office 81.50 EUR; pre/post 64.50-76.00. 2025/26 per mountain: Reiteralm 21 Nov, Planai 22 Nov, Hauser Kaibling 29 Nov, Hochwurzen 5 Dec 2025 (ski-opening event 5-7 Dec). 2026/27: Reiteralm 20 Nov, Hauser Kaibling 28 Nov, Hochwurzen 4 Dec 2026, Planai TBA; ski-opening event 11-12 Dec 2026. Base = Planai valley station, Schladming. Elevation/km from skiresort.com. No winter pass closure from Italy (A10 Tauern motorway via Radstadt).",https://www.alpinforum.com/forum/viewtopic.php?t=71331 | https://www.planai.at/en/activities/events-news/ski-opening | https://www.skiamade.com/de/skigebiete/schladming-dachstein/saisonzeiten | https://www.planai.at/en/tickets-price/price-winter/skitickets | https://www.skiamade.com/pdf/tarife/Tageskartentarife-Schladming-Dachstein-2026-27.pdf | https://www.planai.at/en/info-service/webcams-weather/webcam | https://www.skiresort.com/en/ski-resort/schladming-planai-hochwurzen-hauser-kaibling-reiteralm-4-berge-skischaukel/,medium
165,Dachstein Glacier (Ramsau),Dachstein Gletscher,AT,Styria,Schladming-Dachstein,Glacier,,,n/a - alpine ski lifts dismantled March 2023; cable car winter operation only,2700,,no lift-served pistes since 2023,,,EUR,,,47.45098,13.61788,3.5,4.0,"Cable-car-accessed freeride descents (Edelgriess) and the Dachstein plateau/Dachstein crossing are classic touring objectives, but there is no lift-served ski area any more.",https://www.derdachstein.at/en/dachstein-news/webcam,200,"EXCLUDE: lift-served alpine skiing on the Dachstein glacier has ended - no ski operation in winter 2022/23 and the three glacier drag lifts were dismantled from 13 Mar 2023 (schneehoehen.de 14.03.2023, snowplaza, Kleine Zeitung); official site lists only cross-country skiing, ski touring and freeride, no ski lifts. Dachstein Gletscherbahn cable car (top station 2,700 m) planned winter operation 12.01.2027-29.03.2027 per Ski amade season page. Elevation given is the cable-car top station.",https://www.schneehoehen.de/artikel/nie-wieder-skibetrieb-dachstein | https://www.snowplaza.de/weblog/skibetrieb-am-dachstein-gletscher-endgultig-eingestellt/ | https://www.derdachstein.at/en/tickets-infos/cross-country-skitouring | https://www.derdachstein.at/en | https://www.skiamade.com/de/skigebiete/schladming-dachstein/saisonzeiten,high
166,Katschberg,,AT,Carinthia / Salzburg,Katschberg–Aineck,Non-glacier,2025-12-02,2026-12-04,official homepage banner (Dec 2025 snapshot): ski area open from 2 Dec; official 2025/26 price sheet had planned 5 Dec 2025; official 2026/27 dates page,2220,80,Katschberg-Aineck day ticket (official 80 km),73,73,EUR,published_2026_27,,47.05915,13.61566,2.5,3.0,"Family resort with gentle Aineck/Tschaneck terrain and little serious off-piste; only a handful of local ski tours (Aineck, Tschaneck, Kareck).",https://www.katschi.at/webcams.html,200,"Fixed pricing, no dynamic pricing: 2026/27 adult 1-day 73.00 EUR all season (2025/26 was 69.50 EUR); season 04.12.2026-28.03.2027. 2025/26 first day: homepage stated 'ski area open from 2 Dec' (Tue) while the price sheet planned 5 Dec 2025 - coordinator may double-check. New 8-seater Almbahn from Dec 2025. Base = Katschberghoehe pass village (1,640 m) on the B99; the pass road and the adjacent A10 Katschberg tunnel are open all winter, so no closure from Italy (Tarvisio-Villach-A10).",https://www.katschi.at/tageskarten.html | https://www.katschi.at/files/downloads/KATSCHBERGBAHNEN_PREISBLATT_160x95mm_geschlossen_2025_2026_20250827_12.pdf | http://web.archive.org/web/20251222/https://www.katschi.at/ | https://www.katschi.at/webcams.html | https://www.skiresort.com/en/ski-resort/katschberg/,medium
167,Bad Kleinkirchheim,,AT,Carinthia,Bad Kleinkirchheim–St. Oswald,Non-glacier,2025-12-05,2026-12-04,alpinforum report of opening day 5 Dec 2025; official lift-company prices page: planned start 4 Dec 2026,2055,103,Bad Kleinkirchheim-St. Oswald day ticket (official 103 km),73,73,EUR,published_2026_27,,46.8123,13.79887,2.5,3.0,"Rolling Nockberge terrain famous for World Cup pistes (Franz Klammer downhill) but with little freeride; Nockberge touring (Falkert, Klomnock, Mallnock) is gentle and limited in variety.",https://www.badkleinkirchheim.com/en/info-contact/webcams/,200,"Fixed single day price, no dynamic pricing: 2026/27 adult 1-day 73.00 EUR valid 04.12.2026-29.03.2027 (2025/26 was 69.50 EUR per skiresort.com); multi-day passes have a peak-season tariff 25.12.2026-13.03.2027. Official planned 2026/27 start is 4 Dec 2026 (skiresort.com shows 5 Dec). Also part of Kaerntner Skipass (multi-day). Base = Kaiserburgbahn valley station. From Italy via Tarvisio-Villach-Feld am See (B98) - open all winter; the Nockalmstrasse is closed in winter but is not the access road. Elevation from skiresort.com.",https://www.badkleinkirchheim.com/en/skiing-area/prices-operating-hours/ | https://www.alpinforum.com/forum/viewtopic.php?t=71523 | https://www.lakeandmountain.at/ski/ski-resorts/bad-kleinkirchheim/ | https://www.badkleinkirchheim.com/en/info-contact/webcams/ | https://www.skiresort.com/en/ski-resort/bad-kleinkirchheim/,medium
168,Nassfeld,,AT,Carinthia,Nassfeld–Hermagor,Non-glacier,2025-12-05,2026-12-04,official homepage (6 Dec 2025 snapshot): season starts 5 Dec 2025; official 2026/27 price periods start 4 Dec 2026 and new Tressdorfer Almbahn from 4 Dec 2026,2002,110,Nassfeld day ticket (official 110 km),73,73,EUR,published_2026_27,,46.61147,13.27936,3.0,3.0,"Some tree and side-country runs (Gartnerkofel, Trogkofel) and marked deep-snow areas but no notable freeride reputation; Carnic Alps touring around Nassfeld is pleasant but limited in scale.",https://www.nassfeld.at/en/Service/Live-aus-der-Region/Webcam,200,"Fixed seasonal pricing (no dynamic pricing): 2026/27 adult 1-day 73.00 EUR in high season (25.12.2026-13.03.2027), 67.50 EUR in low season (04.12.-24.12.2026 and 14.03.-04.04.2027). Passo Pramollo/Nassfeld pass road from Pontebba (Italy) is closed in winter - access from Italy via Tarvisio-Arnoldstein-Hermagor to Troepolach (Millennium-Express valley station, base used here) or on to Sonnenalpe Nassfeld from the Austrian side. Elevation from skiresort.com.",http://web.archive.org/web/20251206/https://www.nassfeld.at/ | https://www.nassfeld.at/de/ | https://www.nassfeld.at/en/Winter-World/Sun-Ski-World/Skigebiet-Nassfeld/Skipasspreise/Tages-Mehrtageskarten | https://www.nassfeld.at/en/Winter-World/Sun-Ski-World/Skigebiet-Nassfeld | https://www.nassfeld.at/en/Service/Live-aus-der-Region/Webcam | https://www.skiresort.com/en/ski-resort/nassfeld-hermagor/,medium
169,Mölltal Glacier,Mölltaler Gletscher,AT,Carinthia,Mölltal Glacier (Flattach),Glacier,2025-10-10,2026-10-23,official homepage (12 Oct 2025 snapshot): winter season 25/26 10.10.2025-31.05.2026; official 2026/27 tariff/season page 23.10.2026-30.05.2027,3122,36,Moelltaler Gletscher day ticket; 36 km slopes + 6.7 km ski routes per skiresort.com (no official total found),72,72,EUR,published_2026_27,,46.99855,13.03333,3.5,3.5,"High glacier terrain (up to 3,122 m) with open off-piste below Schareck/Eissee and ski routes but a small area; touring in the Goldberg group (Schareck, Hoher Sonnblick via Fraganter Huette) is good but typical Austrian-glacier level.",https://www.moelltaler-gletscher.at/gletscher/live-kameras,200,"Glacier with autumn-to-late-spring operation: 2026/27 season 23.10.2026-30.05.2027, closed 14.09.-22.10.2026. Adult 1-day 72.00 EUR in all periods (peak 25.12.2026-06.01.2027 and 24.01.-13.03.2027), afternoon ticket 61 EUR; GoPass e-shop advertises online discounts (not itemised). Former domain gletscher.co.at now redirects to moelltaler-gletscher.at. Base = Gletscher Express funicular valley station, Innerfragant (Flattach). From Italy via Tarvisio-Villach-Spittal-Moelltal or Lienz-Iselbergpass (open in winter); no Hochalpenstrasse involved.",http://web.archive.org/web/20251012/https://www.gletscher.co.at/ | https://www.moelltaler-gletscher.at/tarife/winter/moelltaler-gletscher | https://www.moelltaler-gletscher.at/ | https://www.moelltaler-gletscher.at/gletscher/winter | https://www.moelltaler-gletscher.at/gletscher/live-kameras | https://www.skiresort.com/en/ski-resort/moelltal-glacier-moelltaler-gletscher/,medium
170,Heiligenblut – Großglockner,,AT,Carinthia,Grossglockner Heiligenblut,Non-glacier,2025-12-20,2026-12-18,"lift-company site (12 Dec 2025 snapshot): season 20.12.2025-06.04.2026 (planned, actual not confirmed); tourism site: 18 Dec 2026-4 Apr 2027",2902,55,Grossglockner Heiligenblut day ticket (official 55 km + 9 km ski routes),,,EUR,,,47.04051,12.84095,4.0,4.0,"Official 1,500 ha Freeride Arena in 6 sectors with 5 ski routes, freeride checkpoint and Open Faces FWQ contests justify 4.0; Heiligenblut is a classic high-alpine touring base of the Glockner/Goldberg groups (Hoher Sonnblick, Schareck, Glocknerrunde) with strong guide culture.",https://heiligenblut.at/en/webcams/,200,"Dynamic pricing (skisport.com/Grossglockner): 2026/27 day tickets advertised 'from 44.50 EUR', season pass 520/650 EUR; no fixed peak-window day price published, so price left blank - coordinator may query the online shop for a Christmas/February date. skiresort.com gives 19.12.2026 as 2026/27 start vs 18.12.2026 on heiligenblut.at. Grossglockner Hochalpenstrasse closed in winter - access from Italy via Lienz-Iselsberg pass (B107, open) or Spittal-Moelltal-Winklern. Base = Rossbach valley station (Schareckbahn), Heiligenblut. Official lift-company domain grossglockner-heiligenblut.at timed out; skisport.com/grossglockner used.",http://web.archive.org/web/20251212/https://skisport.com/Grossglockner/de/ | https://skisport.com/grossglockner/de/skigebiet | https://skisport.com/grossglockner/de/tickets-preise-1 | https://heiligenblut.at/en/winter/skigebiet-grossglockner-heiligenblut/ | https://heiligenblut.at/en/webcams/ | https://www.skiresort.com/en/ski-resort/grossglockner-heiligenblut/,low
