id,resort_name,local_name,country,region,ski_area,type,opening_2025_26_actual,opening_2026_27_published,opening_source_note,max_elevation_m,piste_km,piste_km_basis,ticket_price_min,ticket_price_max,currency,price_status,road_head,base_lat,base_lon,freeride_score_0_5,ski_touring_score_0_5,score_notes,webcam_url,webcam_http_status,comments,sources,confidence
100,Alta Badia,,IT,"Bolzano, Trentino-Alto Adige",Dolomiti Superski,Non-glacier,2025-12-04,2026-12-04,"suedtirol.com + press (4 Dec 2025); 2026/27 = Sellaronda date per valgardena.it, skiresort lists same",2778,130,Alta Badia valley pass (skiresort 130 km; official site not accessible),80,80,EUR,estimated_from_2025_26,,46.54957,11.87403,3.5,4.0,"Val Mesdi (Sella) and Lagazuoi/Val Travenanzes descents are Dolomites off-piste classics with guides in Colfosco/Corvara; Sella, Puez and Fanes groups give many documented tours; no FWT venue.",https://www.dolomitisuperski.com/en/live-info/webcam/webcam-alta-badia,200,"altabadia.org returned HTTP 403 to automated access, so km/elevation are from skiresort (130 km, top 2778 m Lagazuoi); 2025/26 valley 1-day EUR 72 low / 80 high; 2026/27 opening date not resort-published, taken from the Sellaronda opening (4 Dec 2026); base = Corvara; passes Gardena/Campolongo/Valparola open in winter with possible closures; from Milan via A22 Bressanone-Val Badia.",https://www.skiresort.com/en/ski-resort/alta-badia/ | https://www.dolomitireview.com/dolomiti-superski-ecco-quanto-costano-gli-skipass-di-valle-a-inizio-stagione-e-durante-le-feste-natalizie-2025-26-san-martino-di-castrozza-rio-pusteria-e-ski-civetta-le-localita-piu-convenienti/ | https://www.suedtirol.com/skiurlaub-suedtirol/skifahren/oeffnungszeiten-skigebiete | https://www.schneehoehen.de/artikel/erfolgreicher-saisonstart-dolomiti-superski | https://www.valgardena.it/de/winterurlaub-dolomiten/skigebiet-groeden/ | https://outdoormagazine.it/2025/11/25/alta-badia-si-prepara-alla-riapertura-invernale/,medium
101,Kronplatz,Plan de Corones,IT,"Bolzano, Trentino-Alto Adige",Dolomiti Superski,Non-glacier,2025-11-29,,"suedtirol.com + schneehoehen 2 Dec 2025 (open since 29 Nov, confirmed); 2026/27 not on kronplatz.com yet",2275,125,"Kronplatz valley pass (skiresort 125 km, 32 lifts)",80,80,EUR,estimated_from_2025_26,,46.77666,11.95029,2.5,3.5,"Rounded piste mountain with little off-piste; ski touring mostly in nearby Antholz/Gsies valleys and Pragser Dolomites, which have many documented routes.",https://www.kronplatz.com/en/planning-booking/webcams,200,"Bases Riscone/Brunico (used here), Valdaora and San Vigilio; 2025/26 valley 1-day EUR 72 low / 80 high; skiresort lists 2026/27 season 28 Nov 2026-11 Apr 2027 (not verified on official site, which still shows summer); reached via A22 Bressanone-SS49 (no pass).",https://www.kronplatz.com/en | https://www.suedtirol.com/skiurlaub-suedtirol/skifahren/oeffnungszeiten-skigebiete | https://www.schneehoehen.de/artikel/erfolgreicher-saisonstart-dolomiti-superski | https://www.dolomitireview.com/dolomiti-superski-ecco-quanto-costano-gli-skipass-di-valle-a-inizio-stagione-e-durante-le-feste-natalizie-2025-26-san-martino-di-castrozza-rio-pusteria-e-ski-civetta-le-localita-piu-convenienti/ | https://www.skiresort.com/en/ski-resort/kronplatz-plan-de-corones/,medium
102,3 Zinnen Dolomites,Tre Cime Dolomiti,IT,"Bolzano, Trentino-Alto Adige",Dolomiti Superski,Non-glacier,2025-11-29,,"suedtirol.com + schneehoehen 2 Dec 2025 (open since 29 Nov, confirmed); 2026/27 date not on dreizinnen.com",2225,115,"3 Zinnen Dolomites valley pass (dreizinnen.com/DSS 115 km incl. Haunold, Rienz, Prags, Padola)",80,80,EUR,estimated_from_2025_26,,46.73164,12.32978,3.0,3.5,"Rotwand/Croda Rossa and Stiergarten offer moderate off-piste; Sexten Dolomites, Kreuzbergpass and Comelico provide many documented ski tours but a small guiding scene.",https://www.dreizinnen.com/en/webcams,200,"Linked Helm-Stiergarten-Rotwand-Kreuzbergpass area is 86 km (skiresort), pass adds Haunold, Rienz, Prags and Padola sectors; base = Versciaco/Vierschach Helm gondola next to rail station (Sesto 46.67197, 12.38705 alternative); 2025/26 valley 1-day EUR 72 low / 80 high; skiresort lists 2026/27 season 27 Nov 2026-11 Apr 2027 (unverified); 2026/27 season pass published; via Val Pusteria SS49 (no pass).",https://www.dolomitisuperski.com/en/areas/tre-cime-dolomiti | https://www.dreizinnen.com/en/skiing/skiing/ski-resort | https://www.dreizinnen.com/en/skiing/tickets-prices/tickets-preise | https://www.suedtirol.com/skiurlaub-suedtirol/skifahren/oeffnungszeiten-skigebiete | https://www.schneehoehen.de/artikel/erfolgreicher-saisonstart-dolomiti-superski | https://www.dolomitireview.com/dolomiti-superski-ecco-quanto-costano-gli-skipass-di-valle-a-inizio-stagione-e-durante-le-feste-natalizie-2025-26-san-martino-di-castrozza-rio-pusteria-e-ski-civetta-le-localita-piu-convenienti/ | https://www.skiresort.com/en/ski-resort/3-zinnen-dolomites-helm-stiergarten-rotwand-kreuzbergpass/,medium
103,Alpe di Siusi,Seiser Alm,IT,"Bolzano, Trentino-Alto Adige",Dolomiti Superski,Non-glacier,2025-12-05,2026-12-05,suedtirol.com + press (5 Dec 2025); seiseralm.it cableway winter 2026/27 dates,2220,175,Val Gardena-Alpe di Siusi valley pass (175 km); Alpe di Siusi sector alone ~73 km (skiresort),80,80,EUR,estimated_from_2025_26,Siusi (Seis) – Alpe di Siusi cable-car valley station,46.53987,11.56334,2.0,3.0,Gentle high plateau with wide groomed pistes and negligible off-piste; some documented tours towards Sciliar/Denti di Terrarossa and Sassopiatto but limited variety.,https://www.seiseralm.it/en/info-service/current-information/webcams.html,200,"Road Siusi-Compatsch closed to private cars 09:00-17:00 while the cableway runs (permit holders/hotel guests excepted), so visitors park at the Siusi valley station (garage EUR 12/day, free outdoor lot); cableway 5 Dec 2026-4 Apr 2027; standard pass is the Val Gardena-Alpe di Siusi valley pass (2025/26 EUR 72 low / 80 high), lift link to Val Gardena via Monte Pana/Saltria.",https://www.seiseralm.it/en/info-service/mobility/seiser-alm-aerial-cableway-winter.html | https://www.val-gardena.com/en/winter/ski-resort-val-gardena/ski-pass/ | https://www.suedtirol.com/skiurlaub-suedtirol/skifahren/oeffnungszeiten-skigebiete | https://tg24.sky.it/lifestyle/2025/11/29/apertura-impianti-sciistici-2025-2026 | https://www.skiresort.com/en/ski-resort/alpe-di-siusi-seiser-alm/,medium
104,Plose,,IT,"Bolzano, Trentino-Alto Adige",Dolomiti Superski,Non-glacier,2025-12-05,2026-12-05,suedtirol.com + press (5 Dec 2025); plose.org winter 2026/27 dates,2505,42,"Plose local area only (plose.org 'more than 40 km', skiresort 42.5); valley pass adds unlinked Gitschberg Jochtal",70,70,EUR,estimated_from_2025_26,,46.69833,11.67574,2.5,3.0,Long groomed valley runs (Trametsch) with limited off-piste; modest touring around Plose/Peitlerkofel; no freeride reputation.,https://www.plose.org/en/webcams.html,200,"INCLUSION UNDER REVIEW: local Plose area only ~42 km (7 lifts), below the 60 km basis; the DSS valley pass Rio Pusteria-Bressanone also covers Gitschberg Jochtal ~30 km away (not lift-linked); 2025/26 valley 1-day EUR 63 low / 70 high, 2026/27 list 'to be published shortly'; season 5 Dec 2026-4 Apr 2027; base = Sant'Andrea/St. Andrae cable-car valley station above Bressanone.",https://www.plose.org/en/winter-plose/opening-hours-prices.html | https://www.plose.org/en/winter-plose/skiing-on-mount-plose-in-brixen.html | https://www.suedtirol.com/skiurlaub-suedtirol/skifahren/oeffnungszeiten-skigebiete | https://www.dolomitireview.com/dolomiti-superski-ecco-quanto-costano-gli-skipass-di-valle-a-inizio-stagione-e-durante-le-feste-natalizie-2025-26-san-martino-di-castrozza-rio-pusteria-e-ski-civetta-le-localita-piu-convenienti/ | https://www.skiresort.com/en/ski-resort/plose-brixen-bressanone/,medium
105,Val Senales,Schnalstal,IT,"Bolzano, Trentino-Alto Adige",Val Senales Glacier (Ortler Skiarena),Glacier,2025-09-19,2026-09-19,"suedtirol.com/press (glacier 19 Sep 2025, valley runs 29 Nov); official 2026/27 price list Season A from 19 Sep 2026",3212,42,Alpin Arena Senales full-area pass (skiresort 42 km),63,63,EUR,published_2026_27,,46.75651,10.78275,3.5,4.0,"Glacier off-piste from Grawand/Lazaun and Finail with steep north faces; Similaun, Fineilspitze and Weisskugel are classic Oetztal Alps tours from Maso Corto with strong hut tradition and Sept-May snow.",https://www.valsenales.com/it/webcam-val-senales,200,"Glacier skiing Sept-May (autumn mostly race training); 2026/27 price list published: 1-day adult EUR 68 Season A (19 Sep-6 Nov 2026), 50 Season B, 57 Season C (9-29 Jan, 27 Feb-19 Mar 2027), 63 Season D (26 Dec-8 Jan, 30 Jan-26 Feb, 20 Mar-2 Apr 2027); valley runs open from 28 Nov 2026; Suedtirol Skiarena pass also valid; dead-end valley from Naturno (no pass); base = Maso Corto/Kurzras glacier cable car.",https://www.valsenales.com/fileadmin/user_upload/Preisliste_Winter_2026_27.pdf | https://www.valsenales.com/it/ticket-prezzi-skipass-val-senales | https://www.scimarche.it/val-senales-il-ghiacciaio-riparte-il-19-settembre-primi-allenamenti-della-stagione-2026-27 | https://www.suedtirol.com/skiurlaub-suedtirol/skifahren/oeffnungszeiten-skigebiete | https://www.skiresort.com/en/ski-resort/val-senales-glacier-schnalstaler-gletscher/,medium
106,Solda,Sulden,IT,"Bolzano, Trentino-Alto Adige",Sulden am Ortler (Ortler Skiarena),Non-glacier,2025-11-01,2026-10-24,"suedtirol.com + skiinfo (1 Nov 2025, delayed from late Oct); seilbahnensulden.it 2026/27 pre-season from 24 Oct 2026",3250,40,Sulden am Ortler pass (skiresort 40.2 km; other sources 41-44 km),63,63,EUR,published_2026_27,,46.52804,10.58426,3.5,4.0,"Steep off-piste in the Madritsch bowls and under the Kanzel with local guides; Ortler group is a classic high-alpine touring hub (Cevedale, Suldenspitze, Vertainspitze, spring Ortler) with strong Ortler Skiarena guide culture.",https://seilbahnensulden.it/en/webcam/,200,"2026/27 prices published: 1-day adult EUR 63 main season (19 Dec-8 Jan, 30 Jan-12 Mar, 20 Mar-2 Apr 2027), 60 off-season, 53.50 pre/post season (24 Oct-18 Dec 2026, 17 Apr-2 May 2027); official altitude 1900-3250 m, no lift-served glacier piste; 2026/27 start 24 Oct is the published pre-season start, snow-dependent (snowtrex quotes 1 Nov 2026); access only via Val Venosta-Prato allo Stelvio, Passo Stelvio closed in winter.",https://seilbahnensulden.it/en/lifts-slopes/tickets-prices/ | https://seilbahnensulden.it/en/ | https://www.suedtirol.com/skiurlaub-suedtirol/skifahren/oeffnungszeiten-skigebiete | https://www.skiinfo.de/ortler-skiarena/saisoneroeffnung-skigebiete | https://www.alpinforum.com/forum/viewtopic.php?p=5509734 | https://www.skiresort.com/en/ski-resort/sulden-am-ortler-solda-allortles/,medium
107,Belpiano–Malga San Valentino,Schöneben–Haideralm,IT,"Bolzano, Trentino-Alto Adige",Schöneben–Haideralm (Resia / Reschenpass),Non-glacier,2025-12-06,2026-12-05,suedtirol.com + skiinfo (6 Dec 2025); schoeneben.it opening hours 2026/27,2390,65,"Schoeneben-Haideralm pass (official 65 km, 14 lifts; skiresort 65 km)",68,70,EUR,published_2026_27,,46.82964,10.51831,2.5,3.5,"Sunny intermediate pistes with some bowl/tree off-piste at Haideralm; Reschenpass, Langtaufers and Sesvenna valleys are well-known touring grounds with many documented routes.",https://www.bergfex.com/schoeneben-haideralm-reschenpass/webcams/,200,"2026/27 published: season 5 Dec 2026-3 Apr 2027, 1-day adult EUR 70 window / 68 online valid 19 Dec 2026-3 Apr 2027 (pre-season 5-18 Dec priced separately); official webcam page is an empty JS shell so bergfex multi-cam used; two sectors Belpiano/Schoeneben (Resia, base used here) and Malga San Valentino/Haideralm linked by lift; Passo Resia open year-round; from Milan via Val Venosta (Merano) or Switzerland/Austria.",https://www.schoeneben.it/de/service-infos/oeffnungszeiten/ | https://www.schoeneben.it/de/tickets-preise/winter/ | https://www.suedtirol.info/en/en/experiences-and-events/plp-experiences/experiences-south-tyrol/pdp-experience.SKI1D3A1908193F46E0B2D2C3A4F420FDAE.schoeneben---haideralm-ski-area | https://www.suedtirol.com/skiurlaub-suedtirol/skifahren/oeffnungszeiten-skigebiete | https://www.skiinfo.de/suedtirol/belpiano-schoeneben/skipaesse | https://www.skiresort.com/en/ski-resort/belpiano-schoeneben-malga-san-valentino-haideralm/,medium
108,Cortina d'Ampezzo,,IT,"Belluno, Veneto",Dolomiti Superski,Non-glacier,2025-11-22,,"Dolomiti Review 21 Nov 2025: Col Gallina chairlift from 22 Nov (announced), Tofana 4 Dec, Faloria 5 Dec; 2026/27 only 'late Nov-early Dec'",2828,120,Cortina d'Ampezzo valley pass (cortinadampezzo.it ~120 km),80,80,EUR,estimated_from_2025_26,,46.53833,12.13735,3.5,4.0,"Renowned off-piste itineraries (Bus de Tofana, Forcella Rossa, Lagazuoi-Armentarola, Cristallo) with Guide Alpine Cortina and freeride schools; Tofane, Cristallo and Fanes host many documented ski tours; no FWT stop.",https://cortinadampezzo.it/webcam/,200,"Three unlinked sectors (Tofana-Socrepes, Faloria-Cristallo, Lagazuoi-5 Torri) connected by skibus; the 22 Nov 2025 Col Gallina opening is the announced date, official site framed 4 Dec as gradual start; 2025/26 valley 1-day EUR 72 low / 80 high; official news 1 Sep 2026 gives only 'late Nov-early Dec 2026' (skiresort lists 21 Nov 2026); Passo Giau often closed in winter, use SS51 Alemagna or Falzarego/Valparola; 2026 Olympic venue.",https://www.dolomitireview.com/a-cortina-dampezzo-al-via-la-stagione-sciistica-2025-26-in-attesa-delle-olimpiadi-ecco-cosa-cambia-questo-inverno/ | https://cortinadampezzo.it/news/apertura-impianti-inverno/ | https://cortinadampezzo.it/news/inverno-2026-27-a-cortina-dampezzo/ | https://www.dolomitireview.com/dolomiti-superski-ecco-quanto-costano-gli-skipass-di-valle-a-inizio-stagione-e-durante-le-feste-natalizie-2025-26-san-martino-di-castrozza-rio-pusteria-e-ski-civetta-le-localita-piu-convenienti/ | https://www.dolomitireview.com/dolomiti-superski-2025-26-un-avvio-di-stagione-favorito-dal-meteo-e-dagli-investimenti/ | https://www.skiresort.com/en/ski-resort/cortina-dampezzo/,medium
109,Arabba–Marmolada,,IT,"Belluno, Veneto",Dolomiti Superski,Glacier + non-glacier,2025-12-04,2026-12-04,"dovesciare/scimagazine (Arabba 4 Dec 2025, Marmolada cable cars 13 Dec); 2026/27 = Sellaronda date per valgardena.it/fassa.com",3269,63,Arabba-Marmolada valley pass (skiresort/DSS 63 km),75,75,EUR,estimated_from_2025_26,,46.49718,11.87409,4.0,4.0,"Porta Vescovo north faces, Padon and the 12 km Bellunese plus Marmolada glacier off-piste give the Dolomites' best lift-served freeride (rubric example); Marmolada, Sella and Padon offer many documented tours with local guides.",https://www.arabba.it/en/webcam-arabba-dolomites/43-0.html,200,"Marmolada glacier lift-served to Punta Rocca (official 3265 m, skiresort 3269 m) but only Dec-Apr, no autumn glacier skiing; 2025/26 valley 1-day EUR 68 low / 75 high; 2026/27 date not resort-published (arabba.it silent, skiresort lists 28 Nov 2026), taken from Sellaronda opening 4 Dec 2026; Passo Fedaia road to Malga Ciapela can close in winter; from Milan via A22 Ora-Fassa-Passo Pordoi or Belluno-Val Cordevole (no pass).",https://www.dovesciare.it/news/2025-11-06/arabba-si-scia-dal-4-dicembre-tutte-le-novita-linverno-20252026 | https://www.arabba.it/en | https://www.dolomitireview.com/dolomiti-superski-ecco-quanto-costano-gli-skipass-di-valle-a-inizio-stagione-e-durante-le-feste-natalizie-2025-26-san-martino-di-castrozza-rio-pusteria-e-ski-civetta-le-localita-piu-convenienti/ | https://www.schneehoehen.de/artikel/erfolgreicher-saisonstart-dolomiti-superski | https://www.valgardena.it/de/winterurlaub-dolomiten/skigebiet-groeden/ | https://www.skiresort.com/en/ski-resort/arabba-marmolada/,medium
110,Civetta,,IT,"Belluno, Veneto",Dolomiti Superski,Non-glacier,2025-11-29,,"schneehoehen/Dolomiti Review 2 Dec 2025 (Zoldo sector open since 29 Nov, confirmed); 2026/27 not published",2100,72,Ski Civetta valley pass (skiresort 72 km; skicivetta.com blocked automated access),70,70,EUR,estimated_from_2025_26,,46.40664,12.02146,3.0,3.5,"Civetta north-side itineraries from Col dei Baldi/Fertazza and Zoldo tree runs are known locally with guide-led options; Civetta, Pelmo and Moiazza groups offer documented tours from Val di Zoldo but on a limited scale.",https://www.dolomitisuperski.com/en/live-info/webcam/webcam-civetta,200,"skicivetta.com returned HTTP 403 to automated requests, so km/elevation from skiresort and prices from DSS press (2025/26 valley 1-day EUR 63 low / 70 high); Ski Civetta covers Alleghe (base used here), Selva di Cadore, Palafavera and Val di Zoldo (Pecol); skiresort lists 2026/27 season 28 Nov 2026-4 Apr 2027 (unverified); Passo Giau/Staulanza may close in winter; from Milan via Belluno-Agordo-Alleghe.",https://www.skiresort.com/en/ski-resort/civetta-alleghe-selva-di-cadore-palafavera-zoldo/ | https://www.dolomitireview.com/dolomiti-superski-ecco-quanto-costano-gli-skipass-di-valle-a-inizio-stagione-e-durante-le-feste-natalizie-2025-26-san-martino-di-castrozza-rio-pusteria-e-ski-civetta-le-localita-piu-convenienti/ | https://www.schneehoehen.de/artikel/erfolgreicher-saisonstart-dolomiti-superski | https://www.dolomitireview.com/dolomiti-superski-2025-26-un-avvio-di-stagione-favorito-dal-meteo-e-dagli-investimenti/ | https://www.skiinfo.it/veneto/comprensorio-ski-civetta/skipass | https://www.alleghefunivie.com/en/,medium
